u,1,1,1
MAHE,2019,410,
MAHE,2018,2258,
MAHE,2017,1957,
MAHE,2016,1752,
MAHE,2015,1233,
MAHE,2014,1174,
MAHE,2013,1087,
MUJ,2019,87,
MUJ,2018,302,
MUJ,2017,168,
MUJ,2016,152,
MUJ,2015,60,
MUJ,2014,22,
MUJ,2013,8,
Sastra,2019,202,
Sastra,2018,920,
Sastra,2017,873,
Sastra,2016,870,
Sastra,2015,1032,
Sastra,2014,1061,
Sastra,2013,746,
Shoolini,2019,57,
Shoolini,2018,217,
Shoolini,2017,156,
Shoolini,2016,132,
Shoolini,2015,80,
Shoolini,2014,90,
Shoolini,2013,59,
